labels,text
1,整個民宿裝飾充滿濃濃的原住民風，點綴著很多巧思在佈置中，令人印象深刻！位置很好離車站超近！
0,棉被太熱，建議另外準備夏季用涼被，省下冷氣費用，備不時之需
1,整潔度很好，景觀漂亮
0,有告知會帶兩歲小孩，但是雙人床略顯小
1,免費美味小吃
1,整題都很好，也很幹淨，但房間小了點
0,隔音不佳，水壓太弱且水溫不穩。
0,吹風機不好用
1,整體設計感非常優秀，乾淨舒適！
1,房間舒適 浴室乾淨
0,房間霉味明顯，有點潮濕，聞得到淡淡菸味
0,床架搖晃有聲音，感覺很不安穩
1,地點離捷運站很近
0,冷氣裝設位置會直吹頭部不舒服，603房的門是塑鋼門感覺會被闖空門。
1,自助餐和中餐廳的餐點都不錯吃
1,早餐有現煎荷包蛋跟蘿蔔糕
0,員工橫向聯繫差，對付款方式不了解
1,交通便利近捷運
0,陽台上有螞蟻會從落地窗縫爬進室內，地毯上有滿多螞蟻，這是美中不足的地方
0,唯一缺點就是床比較軟，睡不太習慣
1,員工服務態度
1,櫃檯很親切 處理問題的速度也非常快 下次去台北還是會選艾米～
0,浴室玻璃、洗手台未清潔很乾淨；早餐樣式少；冷氣不冷！
1,服務人員熱情 態度極佳
1,老闆很親切介紹花蓮美食❤
1,床真的很舒適 環境其實也不錯
0,到了才知道餐廳還在整修，早餐只有麥當勞可以選擇，且服務人員告知時沒有耐心。詢問借用腳踏車也是，就只是指了個方向，就叫我們自己去找車。隔天早上取餐時拿到的是已經冷掉的食物(我們並沒有很晚取餐，大概七點半左右)，導致吃完之後肚子不太舒服，影響行程。
1,早餐好吃，床大。
0,床鋪睡起來不是很舒服
1,離逢甲夜市很近，停車方便，價格很划算
0,吹風機是冷風，沒有熱風要吹很久
0,房間內有管道(水管)，一直聽到水聲……
1,"離捷運站相當近,樓下生活機能也很好,旅行相當方便"
0,我住12樓，晚上有唱歌的聲音吵得睡不著，雖然有提供耳塞，但床甚至有時還會震動？後來查網路才知道11樓KTV酒吧，最安靜大概就凌晨的時候，隔音不好，隔壁的電視聲及走廊清潔人員的推車聲音都聽得到，建議退房時間改下午三點，因為半夜根本無法好好睡
1,床粉大
0,空間太小
0,廁所門合不上
1,乾淨、床舒適、隔音好、地點也不錯! 是來台北出差住宿的口袋名單~
0,訂房時已經設定有6歲的小孩同行，但房價並未顯示需要增加費用，到飯店詢問櫃檯人員滿六歲的小孩早餐需要加費用嗎?她說要額外加600塊，並未說明是需要加人頭費，以為小孩的早餐費用是600塊，問她那可以不加買早餐嗎?她才說他們在訂房注意事項裡有寫會加收人頭費，不管你要不要吃早餐，都有含早餐的費用，是飯店這邊加收的，櫃台服務員的態度讓我感覺很不愉快，除了覺得BOOKING的訂房系統，已經設定有6歲以上的人員為什麼不直接顯示加人頭金額，飯店的注意事項也沒有寫加人頭的費用，感覺不好，好像陷阱一樣。 早餐放麵包跟麥片的地方都是果蠅到處飛，第一次遇到飯店早餐會這樣的。
0,房間地毯有異味
1,服務員非常親切 飯店位置好，外出可步行
0,一進房間霉味很重！起床後過敏發作 濕氣太重了啦！沒有對外窗的話要放除濕機 早餐一般般沒有特疏情感
1,房間蠻大，有主題性(機艙設計)，WIFI訊號良好，洗澡水夠熱 力度又強 去水能力也不錯 洗澡過程感覺良好 櫃枱服務人員態度非常好，早餐以這個價位來說已算不錯(咖啡好喝) 可以填飽肚子 周邊環境/配套很方便 門外已有公車站 旁邊有屈臣氏、7-11、餐廳、飲料店、百貨公司等等 足夠應付所有需求 也有專用停車場提供免費停車位(先到先得) 對開車的人來說非常方便 絕對推薦此飯店對旅客來投宿
0,天井與環境，公共空間也很棒
1,1.地點佳 出去就是一中商圈附近，離公車站也很近 2.價格便宜
0,找不到不滿意的地方
1,便宜
1,庭園造景還不錯
1,這次住宿在星宿海濱海旅宿，打開窗就可以看到海，真的很不錯，住的也很舒適，離東大門夜市超近，超方便，早餐後還可以到海邊走走，真的很悠閒，^_^
0,早餐太少。用完不補
0,沒有
0,走廊燈光太暗 走廊地板有點髒的感覺
0,停車較不方便
1,"環境乾淨空氣清新,地點與服務態度佳~!"
1,早餐還不錯，有各種口味吐司可以選 也有中式早點可以吃， 邊吃早餐邊看大海真是一大享受。 民宿主人還有養貓，小孩們都很開心呢!!
1,房間舒適 且簡約風格 有家的感覺 餐點部分 新鮮美味 飯店精心於下午及晚上時段準備點心飲料免費供應 旅客若嘴饞 可以前往享用  非常貼心
0,早餐可早點出！
1,櫃台人員服務親切房間舒適，美好的假期旅遊
0,停車位過少
1,員工態度和善，早餐會變化菜色，房間的空間很大，浴室有免治馬桶
0,1.蓮蓬頭水壓太小還無法完全拉起變更蓮蓬頭的卡榫2.無法調節冷氣溫度。
1,早餐超好吃，選擇多樣、地理位置良好，離夜市很近、服務人員親切有禮、用心傾聽客戶需求。
1,老闆和老闆娘很親切 小朋友很可愛 小幫手很認真
0,電梯搭起來很恐怖，感覺不是很安心
1,空間舒適
0,隔音不太好，外面有人講話都聽得到
1,空間大，環境舒適，早餐好吃😋
1,地點在市中心，離港口、商店都很近，非常方便，價位也很平易近人。 服務員很親切，還可以寄放行李，讓我們旅途更方便。
1,地點位置好，房間有陽台，離海灘近，離墾丁大街近，離搭墾丁快線站牌近
0,沐浴乳洗髮乳都是迷你瓶 使用不太方便雖然只洗一次 但是小瓶使用上不太方便
1,乾淨
0,一大床是騙人的、除非你是小人國
1,1.冷氣夠冷 2.寢具舒服 3.櫃檯的態度都很好 4.有兩個洗手檯
0,電梯聲音太大聲 蓮篷頭的水龍頭。很難調溫。ㄧ會熱ㄧ會冷
0,無
0,人員服務
0,房間太暗，電視頻道很怪
1,早餐口味相當不錯，也不斷補上被拿完的菜色。 建議可以提供一點點當地特色料理做為差異化。
1,早餐豐盛。
1,整體上不錯
1,和朋友共７人入住包棟，兩間浴室，很方便。
1,早餐是與前方的志在餐飲合作，蠻不錯的，旅客可以自己選擇要吃什麼。位置也不錯，對騎機車的旅客蠻方面的
1,"帶小孩很合適,遊戲室超大"
1,位置近台中火車站，價格合理，員工也很樂意幫忙解答問題！而且旁邊就是第四信用合作社。
1,地點非常好，捷運站旁邊。 到六合夜市很近!!!! 下午茶也是令人驚艷的好吃豐富喔~
1,房間簡單舒適
1,床好睡又大，雙人房給到兩張雙人床
1,地點很方便，設計感十足，房間佈置很特別。
1,交通部分離機場方便～～～
0,"一樓環境非常不好,房間有味道"
0,服務人員態度不親切
0,隔音差，別間開門聲音聽得到，每隔一些時間就有鑽壁的機械聲很嚇人，房間無窗沒安全感，有霉味，
1,早餐太一搬，味道不好
0,掛衣服的地方在浴室門口很不方便於是我們只能把它掛在門把
0,自助洗衣房沒24小時很不方便
1,非常乾淨舒適
1,早餐好吃，地點超方便，靠近文創園，金三角區和東大門夜市都可以步行而至。 員工友善， 又主動幫我提早早餐時間
0,ㄞㄗㄗ
1,老闆熱心且有新鮮水果可以採!讚!
0,浴室裡面下水管的臭味非常嚴重，浴室也沒辦法鎖
0,房間小了點
0,在住商混和大樓，附近出入複雜
0,沒有~
1,早餐菜脯稀飯很好吃，很特別～還附麵筋+肉鬆，太好吃了r
0,停車場有點距離，爸爸只有15分鐘臨停門口下母女和行李，大廳接待人員接過行李暫放，我一個人推著嬰兒車到櫃台報到，報到後領取行李，後續沒有人協助我送行李到房間，我只好一個人提著大包小包進電梯到達住宿樓層...
1,服務人員親切，大部分印象很好!
0,隔音很不好，剛好隔壁有二戶是朋友，還有帶小朋友，到很晚了還一直大聲對談和喧鬧。靠窗也容易聽到外面的車流聲。免洗拖鞋化學刺鼻味很重。
0,床單髒
0,棉被太薄，不太保暖
1,整體舒適乾淨，陽臺可看見星星，純樸美麗的風情，老闆十分好客。
1,乾淨值裝潢時尚
1,停車方便，設計裝潢簡約。
1,早餐種類雖然不多，但口味不錯!!食材也很新鮮~早餐確實有讓人驚喜一下~~加了很多分呢。 服務人員都笑容可掬、很親切。 飯店周圍生活機能也很方便~是下次住宿的好選擇~
1,老闆非常親切，會主動提供一些參觀及美味小吃的訊息，老闆娘更是幽默風趣，尤其是當天早上因為胃炎匆匆離開，遺忘兩本書，掛急診後回飯店，發現已經放在櫃臺等我們回來拿，當下覺得好窩心呀！^^
1,床很舒服，窗景不錯，衛浴空間寬敞方便，早餐有現煮的麵食炒手熱騰騰就好吃。
1,早餐用餐的風景不錯
0,房間整潔可以再加強
0,床墊直接放在地板上太低了，隔音不好
1,1.位置鬧中取靜，週邊有很多用餐地點。 2.櫃臺接待人員服務迅速。
0,電梯有問題，等電梯等到翻臉
0,西式早餐極度不推!!!
0,廁所的水壓太小，溫度不太穩定，空間狹窄
0,"房間沒有煮水壺, 必須到一樓大廳的飲水機取水."
0,早上還沒退房去吃早餐吃完回來看到房間已經有人員在打掃了…床單甚麼的都收了，本來要回去在上個廁所甚麼的，看到心情都變差了，我們的東西都還放在房間也還沒辦退房，怎麼可以就開始打掃
0,停車場迴旋空間狹小
0,冷氣不冷
0,電梯等待過久，地下停車場有臭味，洗澡水量太小
0,雖然貼心提供大毛巾 再次感謝，但毛巾的屑屑很多 如果之後要汰換時建議換一家毛巾工廠😂
0,停車位稍微少了一點
1,地點超棒 走下樓就是鐵花村 走路五分鐘到夜市 騎車十分鐘到海濱公園
1,房間乾淨舒適，民宿主人友善，適合放鬆的旅行
1,衛浴備品很周全
0,健身房略小⋯跑步機只有一臺太少⋯
1,園區整體環境美麗優雅，接待人員客氣親切。
1,舒適，環境佳
0,房間為禁菸 但一進房有煙味 （櫃檯人員馬上幫我處理，很讚）
1,服務人員親切，床舒適大張。
0,電梯太小
0,房間太小
1,乾淨舒適也很寬敞 物超所值
1,員工服務佳
1,房間雖小但滿舒適，基本所需可以滿足。
0,若有提供免費腳踏車會更好
0,隔音較差，但有附耳塞
0,隔音稍弱了些
1,整體環境很新，希望能繼續維持
1,"位於山坡上視野遼闊,房間布置雅緻,早餐分量很足夠,民宿主人真誠熱心,民宿的草皮綠地整理維護得很好,店狗非常可愛,主人家有二個國小的小男孩,帶孩子的家庭有伴一起玩,玩水.玩桌遊.打球,孩子不外出也不會無聊"
0,一切都很好，但是隔音真的太差了。
1,喜歡
1,地點偏僻但安靜
0,早餐選擇不多/剛好尾間房間無窗有點暗/桌面上可加鏡子
0,早餐樣式不多，但口味還可接受。
1,床舒適
1,"地點交通方便, 環境乾淨, 服務人員非常親切!"
0,早餐差，房間空間小。
1,早餐比想像中好 24小時飲品讚
1,早餐質量好
1,地點方便，價格優惠，有免費現煮咖啡。
1,地理位置與服務人員
1,方便
0,旁邊房間使用熱水器時的聲音其實有點大 房間沒有窗 真的不知道日夜 會有點悶
1,房間很寬敞，整體來說是不錯的！
0,房間煙味很重，到場才發現是ktv樓上要加價才能換正常房，電梯內還有嘔吐物，床單上有污漬
1,"人員親切,早餐非常好吃且很多選擇,隔音很好,床很舒適"
1,床蠻舒適的
0,房間設備老舊，廁所是舊式馬桶，空調只能調大中小，無法調溫度 床被掀開那個霉味撲鼻而來，整個就是可怕 所以最後只能去找衣櫃裡的被子來蓋 若霉味改善就好很多 也希望之後能附早晚餐
1,早餐超好吃，房間超舒適
0,洗手間沒有門
1,床和浴室很棒
1,床非常舒適、房間內窗戶極大視野佳、遮光罩效果好就算天亮了也可以睡得很香甜
1,停車時間和check out時間合適
1,CP值破表
1,早餐非常好吃，有水煮蛋、吐司、多種果醬(有一兩罐很好吃但我不知道是啥)、現煮黑咖啡 (似乎是星巴克咖啡豆，撇除品牌，個人平常有喝黑咖啡習慣，覺得很不錯)、還有香蕉蘋果等水果@@、豆漿。
0,廁所沒有乾溼分離，整體稍微老舊了點。沐浴用品是提供一次性使用的小包，洗澡時使用不太方便也不環保。
1,民宿老闆很親切熱情，環境非常舒服乾淨 早餐很健康好吃，停車方便，以價位來說CP值很高
1,服務態度
1,乾淨，交通便利，推薦。
1,免費升級房間
1,服務員態度親切
0,浴缸水龍頭水量太小
0,窗台有許多的螞蟻，擦掉之後又來，雖不影響住宿，但是看到難免會有點毛毛的
1,早餐很棒，選擇很多，飯店還幫忙升級客房，退房時間到14:00，時間非常充裕。
0,明明就是有窗戶有陽台的房間確都被室外機擋著還沒有出入口進去陽台這個格局就很怪
1,早餐，很好吃
1,升級四人房 讚
1,地點非常方便，價位合理，但很適合出遊旅客。
0,吹風機可高級一點
1,非常好
1,超級棒cp值超高 有設計感空間又舒服
1,"環境地點都不錯,服務人員也很好 唯一可惜的是衛浴沒有乾濕分離"
1,地理位子非常棒很方便 有特約停車場 房間小巧卻非常舒適
1,四人房有兩大床 其中一個床是兩張單人床併的 所以超大 對於有小孩的家庭很方便 兩大床也可自己合併 浴室馬桶與淋浴浴缸分開 使用起來互不干擾
1,除了早餐以外 其他都很好
0,浴室洗澡水地面是互相流通的，希望能獨立。 房間走道有點擠。
0,酒吧營業時間只到晚上11:00
1,待客熱情親切，房間乾淨舒服，早餐好吃
1,每天有nacho小吃，附近有很多手搖飲品店，忠孝夜市也很近，電視頻道有超多選擇（英文頻道的選擇也不賴）
1,住宿位置
0,三溫暖淋浴室沒有沐浴乳也沒補，床單上明顯很大的污漬，還有最受不了的吹風機小到比我手機還小吹兩下就跳電，服務員說沒有別的可換
1,員工服務特別好
0,浴室天花板油漆脫落，使用吹風機時灑得我滿頭都是。 BOOKING無附早餐並沒有明顯標示。
1,床還不錯睡
0,哭哭 網路上寫有早餐，但並沒有:(小失望
1,地理位置佳 人員態度好
0,如果按摩浴缸有功能就更棒了！
0,隔音不太好
1,住宿環境舒適寛敞，早餐餐點非常豐盛，離逢甲夜市很近，逛街很便利。
1,整體很棒
1,房間乾淨整潔。早餐牛肉湯不錯，走路可到國華街、赤崁樓。淋浴與馬桶獨立隔間，可同時使用。
1,很喜歡早餐有現點現作的蛋餅和米漿豆漿供選擇。地點離MRT中山站２號出口歩行約５分鐘，不會太遠，中途有便利商店和一些店家，買東西也方便。整體很乾浄，隔音也作得好很安静，服務人員也都很親切，整體來説住得很滿意。
1,早餐很普通
1,早餐好吃，床舒服，地點也好
1,Emma 很熱情很可愛 有專車接送到碼頭 住宿的位置晚上安靜怡人
1,房間很大，寢具也很棒！老闆人很好很親切！
1,清靜與整潔且近鬧区
0,到沙灘的路可以改善更好ㄧ些。因為是假日入住，早餐比較吵雜擁擠。
1,地點近一中街
0,浴缸設計漏水，舊樓改裝，水管很吵，廁所有臭味
0,床可以硬一些
0,停車時平面和地下未協調好
1,老闆娘貼心安排1樓房間，讓我們有小朋友的家庭不用爬樓梯~離市區主要景點都很近，步行就會到~雖然民宿沒自有的停車場，但很幸運在民宿隔壁的街道就很輕鬆找到停車位~
0,房間內有隻大蟑螂
0,熱水是電熱，水很小，很快就沒熱水。
1,房間設計
0,衛浴設備，洗澡手都泡泡滑滑的，水開不起來
0,隔音設備差
1,早餐很貼心可送到房間，樓下的交誼廳很舒服，還有飲料可喝，櫃台人員很熱心。吃宵夜很方便
1,"各方面都很不錯,商務或旅遊皆很合適"
1,接待人員很親切 房間設備也很乾淨 可惜民宿後方不知道是甚麼 一直有些機械的聲音
0,無
1,服務人員非常親切，客房舒適乾淨， 入住一樓有免費飲料吧小點及自行車代步
0,隔音有點不好
0,不小心被子從被套滑了出來，看到被子都發霉了😣
0,洗髮精沐浴乳是隨身包裝的那種
0,沒有
1,早餐就是早餐店買的三明治（份量大）和奶茶，有一盤水果（香蕉配番茄）。床非常硬，平常不習慣硬床的話很難睡著。從車站到客棧山路滿彎的，計程車司機技術都超好，客棧可幫忙叫車（計程車和客棧有相互配合），可以跟司機包一天或半天行程。
1,乾淨舒適
0,早餐千篇一律，住幾天會使你不想再去享用。雖說是隔音房間，但仍是隱約聽到鄰房聲音。
1,早餐
1,主人待人親切，都有替旅客著想，大廳飲料及冰品無限量供應(雖然我都沒用到)。
1,早餐
0,可以再善用空間，譬如：多點衣架，小一點的椅子，電話可用掛牆式。 不喜歡冷氣機的風口對著床。廁所紙沒有掛勾。
1,謝謝升等 住得更舒適了
1,此次入住的房型浴缸較上次略小，但熱水充足。 床很舒適，光是坐在沙發就會不小心睡著。 櫃台服務人員非常親切。 有提供24HR的輕食吧服務，性價比非常高。
1,離車站近，交通方便
1,服務非常優秀，無論是接待人員或是room service，十分為客人著想。
1,房間很棒很乾淨，有不同風格可選擇，價位平民，早餐選擇多又超豐盛，最重要的是老闆老闆娘的熱情，熱心分享介紹吃喝玩樂的去處，還有幫忙挑選最專業的店家，讓人玩的開心又安心，推薦大家來入住喔！！！
0,空調太大聲、無夜燈
0,宵夜偏少，冬天還用涼麵，素食者只能吃涼麵無法有熱食可吃，早餐素食也偏少，選擇性不大，對於吃葷者較好
0,電梯感應卡不良，造成多組客人無法回到住宿樓層。 Wifi 收費
0,"床有點小,不方便翻身"
0,早餐有點失望
1,整個環境很舒適~還有生啤酒和消夜，溫泉也很舒服~
1,環境很乾淨，服務很好
0,浴室偏小
0,"1房間的浴室與廁所沒有遮起來，是透明霧面的，在洗澡跟上廁所時有點不方便(如果有男有女應該還蠻尷尬,我看照片的時候看到有簾子，我以為都有...) 2房間的插座不太好用，每次要吹頭髮都要對準很久，而且因為在洗手台旁邊超怕一沒對準就被電到(熱水壺插座也是) 3第一天打電話問隔天早餐的時間有點晚(這時候我們都準備休息了)，突然聽到電話聲，先嚇了一跳之後，找電話要接，電話竟然是廁所的電話..(床旁邊的茶几上也有電話...而且其實我們在入住的時候有跟櫃檯服務人員已告知我們的早餐...) 4有告知我們因為有事情七點左右要出門，但是，早餐只能七點過後拿，可是我們下去的時候都還沒準備好(前一晚已詢問登記應該可以準備好的) 5我們是外帶的，三天吃了二天都是一個三明治(第二天只多了一杯咖啡跟柳橙汁)建議早餐可以多種選擇，畢竟一晚房價不便宜..."
0,停車位置有點不管
0,員工處理事件態度不夠積極，早餐樣式簡單，品質普通。
0,沒有
1,櫃檯人很好
0,隔聲不佳，可以聽到隔壁的電視聲。 浴室水流量不大 。
1,舒適的床
1,"早餐多選擇, 蔥酥餅特別讚. 小點供應至晚上11點"
0,若可提供簡易早餐更好！
0,酒店正在装修， 一块塑料布隔开客房和工地， 感觉空气中仍然有很多粉尘和气味， 还有噪声， 不适合人类居住。 强烈建议大家在它装修好之前， 不要入住（ 本来也不应该招收客人，那环境真差， 不配四星级旅馆） 。 房间都没空调、 而且又不告知我们， 晚上很冷， 就把空调开关开的很大， 结果吹了一晚上的凉风，第二天直接感冒发烧。所以实在无语
0,早餐太差了，房間有灰塵味
1,民宿工讀生很熱心親切，推薦我們去很多景點，環境整潔、裝潢也很喜歡，離火車站很近走路幾分鐘就到了，非常棒
0,浴室熱水不夠熱，
1,很乾淨
1,房間乾淨
1,環境衛生
1,親切舒適
1,服務態度良好 床很舒適
0,浴室空間較無法放置東西，房內無鏡子
1,房間裝修唔錯
1,房間整體空間感很棒，廁所免治馬通很棒，吹風機好用，床鋪軟硬適中，枕頭睡起來還不錯，讓我立馬買了一顆帶回家。飯店有提供腳踏車及電動車，讓旅客很方便可以四處遊玩，服務人員態度良好，是一間不錯的旅店。
0,廁所
0,隔音幾乎是沒有的
1,房間很大很乾淨，設備很棒，還可以借小音響❤️
0,素食者可以吃的選擇不多，希望可以提供更多選擇。。。床單有點硬不夠柔軟，可以改善！
0,"沒有早餐,枕頭和床太軟"
0,"遊戲室...等多項設施被移為他用, 早餐樣式陽春, CP值偏低."
1,觀賞海邊的景色。有腳踏車騎還不錯
1,早餐選擇非常多，都很好吃！下樓就是逢甲夜市。
1,服務人員很親切，房間很乾淨，擺設很舒適，環境安靜，地點方便。
1,房間的裝潢很可愛！ 浴室的水超大，爽！～哈哈！
1,海景
0,去晚了，分配的房間窗戶很小，而且開窗就是廚房上方，很吵，是一大敗筆。
0,床會嘎嘎作響 戶外道路路燈少
0,This B&B is in an apartment without an elevator. Please take into consideration if travel with young kids/senior citizens or large luggage. 由於是小型民宿，所以沒有電梯，攜帶大型行李或小孩/長輩請自行斟酌。
1,很安靜的地方 很適合放鬆 但因為我們要趕行程 所以沒有辦法好好休息！房間很乾淨 舒服 老闆老闆娘很客氣 剛好收成蓮子 拿了一大袋 給我們 說已經夠了 卻很熱情的說 這樣怎麼夠呢 真的是滿載而歸 推薦 喜歡安靜 鄉間生活的旅人
1,床很舒服
0,半夜還有市內電話鈴聲
1,乾淨
1,住宿位置環境好
1,裡面空間大
1,房間整齊乾淨，還有提供飲料零食。服務很好，我只有事先連絡過我幾點火車到台東，大概什麼時間check in，並沒有要求接送。結果一下火車就接到老闆娘電話，已經在火車站前要來接送我們。老闆娘服務真的很周到
1,床很舒適，枕頭也沒有一般飯店奇怪的枕頭味，重點是被子超保暖，暖呼呼的！ 房間雖然偏小，但整體來說很舒適！早餐也是平常會吃的都有～CP值算很高！
0,洗澡時，蓮蓬頭的水溫不太穩定，不是過冷就是過熱，可以改進
0,"隔音不好,深夜隔壁房的小嬰兒哭,把我媽跟我弟都吵醒了.睡眠品質不好"
1,乾淨
1,真的很深刻 房間十分清潔 我們住了兩晚 打掃房間的員工打掃得很專業 還把我亂丟的衣服摺好放在床上 前台職員超級有禮貌 很親切熱情 很感激你們的服務
1,早餐服務人員態度很輕切
1,早餐不錯吃 樣式多
1,非常滿意
1,老闆很熱情也很貼心，房間乾淨睡得也舒服
1,房間大且舒服
1,房間無菸味
1,乾淨舒適
0,早餐下保溫要再加強 那天早上七點半下來用餐 中式的菜（豆乾、青菜、荷包蛋）冷掉了
0,沒停車位
0,此次入住的房間過於小間，上次入住的空間比較大一些。
0,單人房沒有窗戶，在訂房時好像沒有看到說明。
0,早餐很普通，飲料很差！
1,早餐很讚床舒適
1,簡約乾淨舒適且備品齊全 提供腳踏車能夠方便地抵達附近景點
1,地點便利，舒適乾淨，且隔音效果好
1,早餐很好吃
1,地區
1,"房間寬敞舒適,位居高雄市中心,方便出遊."
0,娛樂設施過於簡化
1,枕頭舒適
1,服務人員態度很好。
1,早餐丰富，房大。
1,環境空間十分舒適，整體感覺非常的乾淨，讓人十分的放鬆，貓兒跟狗狗也都非常的熱情~
0,隔音超差
1,很乾淨。房間很寬敞舒服。離車站很近。還可以免費出租單車。很棒的住宿體驗。
1,房間很大，有小沙發和桌子，還有很多裝飾品。
1,態度很好
1,沒有
1,早餐好吃，免費飲料好喝，還有牛奶，房間整潔新穎，公共空間也是。每道門都讓人很有安全感
1,"旅店選用天然O'right品牌真是很不錯, 我亦是因為旅店選用這個牌子我才會選擇入住, 果然沒有令我失望。 旅店提供免費現磨咖啡, 可以自己沖或由職員沖泡, 正! 地理位置不錯, 去哪兒都方便"
0,門口隔音有點差，但到床邊則OK
0,電視訊號滿差的
1,還不錯
1,房間浴室乾淨舒適，有洗衣房，有提供嬰兒浴盆
1,有特色
0,"房間內沒座椅,鏡子"
1,空間舒適
1,房間舒適，簡潔感覺很棒 樓下是餐廳感覺不錯可是沒在那邊吃（有大龍蝦活的！！） 早餐選擇較少，但是不錯吃，環境也不錯。 飯店人員客氣有禮
1,房間很乾淨
1,"好特色, 裝修好, 地方好干淨"
1,"離漢神百貨很近,還可邊泡澡邊看電視"
0,飲料部分可以再多種類，基本上都不錯了，會再度光臨
0,吃早餐時，員工在旁邊非常大聲聊天。
0,飯店設備稍嫌老舊，隔音不好
1,空間寬敞
0,早餐起來已經涼了...
0,房間冷氣出風聲音太大  就算調整到最低風速 依然很大聲
0,除了床是由兩張單人床併在一起的，睡到一半會卡到中間的縫隙外，其他都很滿意。
1,早餐跟宵夜選擇都很多樣，點心跟飲料可以無限使用，櫃檯人員服務很親切
1,房間很大好舒服好乾淨
1,浴池很大
1,1.此次入住的雙人房型小巧可愛，在頂鋪有兩張雙人床，不過下層活動空間只適合兩人，再多一人就會有些壅擠。 2.房內擺設用心，復古室內電話及寶箱很特殊，有氣氛的造型沙發增加房內亮點，不過沙發座位寬度太小容易滑落(反而直接坐地上比較舒適xD)。 3.廁所乾淨，洗澡熱水很足，免治馬桶也很貼心。 4.八樓的MINI BAR空間很大很舒服，可以在房內就用標語提醒自帶房間提供的馬克杯上去使用飲料，不然都到8樓了還要回房間拿杯子，或是就會直接使用紙杯反而不環保。 5.早餐豐富，而且連續入住兩天的早餐有小變化，不會一直吃同一種料理。
1,免費接駁至墾丁大街。
1,舒適乾淨沒話說
1,早餐選擇多，房間舒適、安靜，交通方便
1,十分不錯
1,整體感覺不錯
0,停車場太遠
0,早餐樣式可以再多一點!價格稍嫌貴一點!
1,服務人員非常好，地點很方便
0,浴室的地板很容易濕滑，有點擔心家人滑倒，這是唯一覺得美中不足的地方
1,房間很乾淨又寬敞，老闆娘很貼心的接送
0,1.沒吃過。。。。。火鍋。。。。當早餐 ︸_︸ 無法接受！ 吃得好不開心！ 第二天就沒去吃啦！  如果說不會再選擇這間旅館，就是因為他們的。。。早餐 2.打掃的不夠乾淨，竟然有上個客人用過的牙刷沒收走？？？ 3. 沐浴乳，洗髮精，肥皂，乳液味道不好。。。。。。
1,*櫃枱及大廳接待人員親切專業 *客房景觀優，明亮舒適 *床墊軟硬適中，蓋背夠暖
1,24小時飲料吧方便
0,服務人員是不是太累了 回答問題有點答非所問
0,設備老舊，照片與實際房間不同
0,浴室水量太小，水溫忽冷忽熱
0,收納空間不足！房間其實還是有空間，但是空著，可以放過小桌子或是層板之類的，這次只有帶兩個後背包，只能放地上。
1,民宿的老闆娘非常親切 像對家人一樣～讓人感覺很舒服～房間設計很喜歡跟照片一模一樣也非常乾淨！
1,"老闆好親切, 主動換了一間地下位置, 方便老人家上落同時亦協助搬大型行李, 早餐是健康麵包, 地道鬆軟, 多豆粥, 好特別 !"
0,有蟑螂，清潔度請加強。
1,整體上都很喜歡，尤其是床，真的很舒服好睡。 老闆人也很好，給人的感覺非常舒適，如果有下次也會選擇同一間。
1,除了幾點小小問題之外其他都很棒 地點交通方便_附近有商店食物_房間乾淨舒適
1,位置好 浴室大
1,舒服乾淨，交通便利，旅館級的設備。
0,一進房門果然就是很濃的煙味!!!!中央空調的關係吧~~~導致我們一家三口一直在吸菸味到退房(肺肝都傷了)!!隔音也是不理想~
0,隔音不好
0,隔音效果差  外頭小孩嬉鬧聲很清楚
0,可惜沒專屬機車停車的地方
0,住宿價格，房間隔音，水龍頭脫落203房，移動車輛
0,浴缸出水口不繡鋼飾環會脫落
0,隔音效果不是很好 一直聽到隔壁的開心交談
0,空間太小
1,窗外一片綠，鳥語花香，附近楓林步道迷人的夜景不輸函館夜景喔～
1,乾淨，舒適。
1,房間乾淨，有浴缸，很棒
1,景觀還不錯
0,沒有
0,房間濕氣重，浴缸不乾淨，放出的水也很多雜質不敢泡
1,沒有有任何地方滿意
1,好
1,"飯店人員服務很好有問必答,多要的被子也很快送到,床非常大非常舒服, 電視台數也很多,是間還算不錯的飯店"
1,位置非常方便，捷運西門站六號出口一出即到，我住的801是新裝修，乾淨企理，工作人員懂中英文，態度好，可安排機場接送，一日遊，價錢不會貴，5樓接待處有小食及飲料免費提供。雖然無洗衣機，但可到附近同集團的酒店免費使用洗衣及乾衣機。
0,網路訂房沒車位
1,早餐都是自製，很棒！ 往窗外望去的風景，很漂亮！ 洗澡蓮蓬頭的水量，超爽！
1,服務相當貼心，房間大小也很適中，是一個差旅休息的好選擇。
1,服務人的態度很好
1,地點好，購物方便。
1,位置佳、服务贴心、卫生间宽敞
1,房間真的很乾淨，非常滿意
0,隔音
1,價格合理，房間乾淨
0,浴室抽風機非常吵。
0,說要升等房間，結果進去後看到有點傻眼，並沒有升等的感覺！住了兩晚，第二天出去回來卻沒有補充洗髮乳.......
0,早餐只是尚可，有點偏少，電視雖是MOD高畫質，但是台數很少，只有少數幾台。房價有點高。
1,服務員態度好
1,交通便利，服務態度很好
0,椅子只有一張
1,在一中商圈旁边 还有中友百货 里面有诚品书店哦 床位干净
0,房間沒有垃圾桶 小小不方便
1,位置方便附近是商圈♥
0,無
