labels,text
positive,"This movie shows life in northern Cameroon from the perspective of a young French girl, France Dalens, whose father is an official for the colonial (French) government, and whose family is one of the few white families around. It gives a sense of what life was like both for the colonists and for the natives with whom they associated. It's a sense consistent with another movie I've seen about Africa in a similar time period (Nirgendwo in Afrika (2001)), but I have no way of knowing how realistic or typical it is. It's not just an impression -- things do happen in the movie -- but the plot is understated. The viewer is left to draw his own conclusions rather than having the filmmakers' forced upon him, although the framing of the story as a flashback from the woman's visit to south-western Cameroon as an adult provides some perspective."
positive,"What a thrill ride! Twisted and thought provoking. Once again, Sharon Stone pulls off her drop dead gorgeous, spellbinding character of author Catherine Tramell impeccably. The original Basic Instinct takes place in San Francisco. The sequel takes place in London, where Catherine has now relocated. Both bustling cities known for excitement, haute couture ~ and a perfect place for someone like Catherine Trammel to take residency. David Morrisey, (""Derailed""), plays the smooth role of psychiatrist Dr. Michael Glass. The character David Thewlis plays as Roy Washburn with Scotland Yard, is a refreshing departure from his role as Lupin in the Harry Potter series. Flashy cars, designer clothes, sex, drama, humor,tension, - all of the ""basic instincts."" Mind bending throughout. Great screenplay. From the climactic opening scene to the surprise ending, this film is anything but boring! Everyone in the theater was glued to the screen."
negative,"The fact that this movie has been entitled to the most successful movie in Switzerland's film history makes me shake my head! It's true, but pitiful at the same time. A flick about the Swiss army could be a good deal better.<br /><br />The story sounds interesting, at the beginning: Antonio Carrera (Michael Koch) gets forced to absolve his military training by the army while he is in the church, wedding his love Laura Moretti (Mia Aegerter).<br /><br />The Acting in some way doesn't really differ from just a few recruits getting drunk and stoned in the reality. Melanie Winiger plays her role as the strong Michelle Bluntschi mediocre, personally i found her rather annoying. <br /><br />The storyline contains a comedy combined with a romance, which does not work as expected. The romance-part is too trashy, and the comedy-part is not funny at all, it's just a cheap try and does not change throughout the whole movie whatsoever. It's funny for preadolescent 12-13 year olds, but not for such as those who search an entertaining comedy. The humor is weak except for some shots.<br /><br />Dope? Cool! Stealing? Cool! If you want a proper comedy about the Swiss RS, make sure you did not absolve your military training yet, and even then don't expect too much!<br /><br />I'll give it 4 out of 10 stars, because Marco Rima is quite funny during his screen time. Not a hell of a lot screen time though"
positive,"and this IS a very disturbing film. I may be wrong, but this is the last film where I considered Burt Reynolds an actual actor, who transformed the role, and delivered a message.<br /><br />Jon Voight and Ned Beatty are also excellent. They are unassuming and unaware; businessmen wanting to enjoy the country. Little did they know what would happen next.<br /><br />The photography and sets are realistic and natural. This was before the days of Wes Craven.<br /><br />What is most disturbing about this film is the fact that places like this still exist. In America, country folk still detest city people; it is almost a century and a half since the Civil War.<br /><br />You will enjoy this film. It was filmed in the rural sections of South Georgia, which still exist. Just don't drive past that to Mobile, Alabama; That area still has not been repaired since Hurricane Katrina. 10/10."
positive,"If any movie stands out extremely with the actors' acting skills, this is probably the one. I've never seen dialogues be spoken in such a rough way, but having a strong feeling. The movie was disturbing at moments. However, the movie was terrible at editing. The movie tries to go the commercial way by adding comedy and songs, yet they feel out of place. Like Karisma is getting beat up, and the same time SRK is fighting (comically) with the police officers. The Ishq Kamina song was very out of place. On top of that, the movie is overly glossy in the beginning. The direction was not bad, but certainly nothing one can brag about.<br /><br />I have to say that the actors' were chosen very wisely. Without them, this movie would not have an impact. Karisma Kapoor has given her best role to date, and this looks very good on her record after Zubeidaa and Fiza. She looks pretty in the first half, and I've never seen an actress scream of emotion and anger as well as her. What is most ironic is this is probably her weakest written role to date. Nana Patekar was excellent as her father-in-law. Not much to say about him, besides this is a role made for him. Deepti Naval as the mother-in-law was excellent especially in her final scene. Though she doesn't have much to say, her facial expressions and body language was good. The other good performance was the little kid. He was adorable, and is sure to bring tears to the viewer's eyes. The movie was probably saved desperately by their performances. Sanjay Kapoor was all right, but he didn't have much to do. Shahrukh Khan was wasted in his bad boyish type role. <br /><br />One thing that brought the audience to the theater was Ishq Kamina. The song picturization and dancing is perfect for the crude lyrics of the song. And boy Aish is mad hot. However, the song belonged to be in another movie only because it came at the worst moment ever. People may have come to the movie for Aish, but they won't brag too much about it after-wards. Hum Tum Miley was properly paced, but seemed to drag as the suspense mood was leaving throughout the movie. Damroo Bhaje was boring and nothing to rave about. Dil Ne Pukara is too boring of a song to get the mood of the movie. Despite the poor editing, the performances alone make it a must see."
negative,"I have a severe problem with this show, several actually. A simple list will suffice for now, I'll go into more depth later on: superficial characters, a laugh-track and boring humour.<br /><br />If you don't wish to look at the rest of this review and are only reading it so you can feel superior (as if you see anything in this show I didn't) to a frequently irked teen from Canada I'll summarize: Friends sucks, not only because it is unfunny but because it destroyed the TV audiences for new, good shows (Arrested Development, Dexter etc.). Friends is as much to blame for reality TV, ""Two And A Half Men"" and ""The King Of Queens"" as the television executives. Now then, on with the review.<br /><br />These characters have no soul, they are exactly the same in every way (outside of gender and hair colour). They react the same way in boring situations and are completely secure in their own bodies. Where is the conflict and the humour that comes with it? Why isn't Rachel storming out on Monica after Monica starts hanging out with Rachel's enemy? Why doesn't Joey contemplate suicide because nobody seems to take him seriously? Oh right, cause he's the dumb one and he's comfortable with that. This is the curse of having perfect characters: lasting conflict and (god forbid) personality becomes an impossibility.<br /><br />The laugh-track is the one thing that should have died out right after it was born. Any show that has one is almost certainly the opposite of funny. How can I make such a broad generalization? When a show that claims to be ""comedy"" requires laughter from someone BESIDES THE AUDIENCE it must mean that the audience would not laugh without it. Laughtracks destroy humour by preventing quick comebacks. Humour becomes a construct rather than a free flowing entity (see The Office, Arrested Development).<br /><br />This leads to my next point: the humour is boring. There is no way to make a perfect character anything more than slightly humorous (without a laugh-track apparently) simply because our everyday humour comes from recognition of our flaws. So what if Monica dated a 17 year old? She immediately recognizes that what she is doing isn't right and breaks up with him. There has to be some sort of conflict rather than an immediate solution. Maybe her mother finds out or one of her friends tries to get rid of him and ends up seducing him. That would be great, it would be like a custody battle! So now I've provided evidence for my position. Many of my friends love this show because they haven't heard of Curb Your Enthusiasm or Arrested Development, many of my friends hate this show because they recently started watching Curb Your Enthusiasm or Arrested Development. <br /><br />I have watched very little of ""Friends"" in my life, but I have watched enough to spot huge flaws that make the show, in my opinion, completely unwatchable. If you've read this far, thank you, and I hope you at least start watching some of the shows I have mentioned."
negative,"The movie opens up with a long single shot of aisles in factory crammed with workers. My, what we've done to the planet you might think. I hope we get to see other things like this.<br /><br />That's very rare. When you're not looking at a horribly filmed angle of the narrator at a lecture hall, you're watching him set up his camera to take pictures in different locations. It'd be nice if chose areas that were more fitting with his topic but he doesn't. So, then you'll hear some more narration, watch a few pictures go by and watch him set up his camera. Why not use the filming camera to show more of the landscapes instead? It really kills any sense of pacing and paints the guy as more of vain jerk.<br /><br />I could read tips on how someone set up their camera, fast forward through this whole movie and waste a lot less time."
negative,"A friend of mine lent this video to me and I was fairly excited to watch it, but after ten minutes of James Hetfield's slow pitched vocals and Lars banging on his drum set in what appeared to be slow motion I began to think, `Why am I watching this?' That question will be coursing through your minds in 5  10 minutes after you hit Play. I gave the tape back the same day, as you would suspect, not worth buying or watching!<br /><br />Just my opinion!<br /><br />"
negative,"I don't get this. The movie obviously has a pretty good budget. It has very good cinematography. It has nice pacing, good editing and pretty good directing too. Then WHY OH WHY didn't they hire someone to do a final rewrite of the script so it would not be so damn cheesy and WHY OH WHY did they hire such lousy actors that can't act their way out of a paper bag? This movie could have been good. At most times it LOOKS good and FEELS good but in the end, you realize that the movie was no good at all.<br /><br />So I would say it's a good production but a bad movie. Too bad actually.<br /><br />And eels? Come one, really!"
negative,"What can I say, this is a piece of brilliant film-making that should have won an Oscar. A copy should be kept safe in a secure vault for posterity. It should be required viewing for all high school students across the world. Sam Mraovich is a genius, perhaps the most genius writer/director/producer/chef/babysitter/walmart greeter to ever grace the cinema world with his art.<br /><br />Where do I begin with this one? Every millisecond of Ben and Arthur was so completely breathtaking! And Mraovich as Arthur, wow, he is so attractive I'm surprised he didn't go for Mr. Universe. I couldn't contain myself during the nude scene. I loaned this movie to my brother and he called me on the phone saying how Arthur's nude scene turned him gay. I am totally supportive of course, because of this film and it's beautifully crafted lessons in tolerance. Why just yesterday I burned down a church and I wrote ""for Sam and Arthur"" in its smoldering ashes.<br /><br />The cinematography was the best thing about this film. When that Fed-Ex plane took to the skies amid the palm trees of Vermont, I wept! Why, I never even knew they had palm trees in Vermont or that people could travel on Fed-Ex planes before this film. It opened my eyes to a new realm of possibilities. This film inspired me to enroll in Sam Mraovich's school of Screen writing, Acting, Directing, Composing, Casting, Producing, Production Design and Real Estate. I just want to say, ""Thank you, Mr. Mraovich. Thank you for bringing this creation into the world. We can never re-pay you enough."""
negative,"Hi, May be because I am not a Theater major or a sophisticated movie watcher ... I think this movie is ""Boring"" and ""Dumb"".<br /><br />I rented this movie because of Charles Bronson and it's title ... but boy what a waste of time ... just watching 2 guys sitting in a vault and talking ...<br /><br />The movie on this DVD was so ""DARK"" ... I had hard time watching the darn movie ... I realize it is a 1968 movie ... but they are putting it on a DVD then they should do some digital remastering.<br /><br />Also, I was totally surprised to see these high marks on IMDb for this movie ... like I said before I am not as sophisticated as the other folks who commented on this movie earlier."
positive,"It's not very often a movie can literally make the entire audience laugh, and five minutes later fill their eyes with tears. Many movies try to do this, but few can deliver the emotional impact that this film did. Adam Sandler practically drags you in with his heated and often violent outbursts, but also makes you laugh when the shadow of his past isn't pulling him down. I'm not going to ruin anything, but there is one scene in particular that should have your eyes watering and lip quivering. Even the most macho of men would have to be heartless bastards to not feel something while watching this movie. Don Cheadle gives another great performance, but is out-shined by Sandler. Liv Tyler and Jada Pinkett Smith give solid performances, but nothing in the line of the two leading roles. Sandler's humor is still present, which actually saved this film from being border-line depressing. There are several laughs to be had, but don't think you will stay there long, because it gets serious again without much warning.<br /><br />I could go on and on about how well this movie hit on just about every emotion the human body contains, but I will cut this one short. I feel there is no need to tell you anything more. Do yourself a favor and take the time to see this movie. Even if you have to wait until it comes out on DVD, it's 100% worth the time. A deeply moving film sure to put tears in your eyes and a smile on your face...unless of course...you are a heartless soul."
positive,"wow, how can I even discuss this movie without tears coming to my eyes? It was surely the highlight of my year--nay--my life. As if the raptor graphics weren't amazing enough, the award-winning editors continued to use the exact same shot throughout the entire movie, even when the background didn't actually match up with the setting of the scene. Wow, what genius. And while the movie is full of plot-holes (for instance, a few clips of a t-Rex type animal where a raptor should be and one key moment where Pappy finds a torture chamber, screams ""Colin's a girl!"" and runs out) I will never forget the brilliance that is Raptor Planet. Thank you Sci-Fi for another classic."
negative,"Well, AWFUL is just the first name. This movie is a cliché-ridden piece of junk. A high school comedy setup in a military training camp. I'm sorry I had to give this 1 star which it did not deserve.<br /><br />THIS MAY CONTAIN SPOILERS:<br /><br />Just about everything is totally forced, unconvincing and unrealistic. The HEPO (military police) will not come to get you if you don't make your appearance, especially not on your wedding day. The actors were pretty embarrassed during this scene, because the scene didn't work as it was so highly unlikely. You can sense it in their voices. Even if they were not such bad actors, they wouldn't have been able to save the scene. <br /><br />Next the guy has to exercise in his wedding suit. No, there was no time to get him an uniform first. Man, this is great cinematography! I will remember this scene for the rest of my life.<br /><br />There are also GIRLS in the camp--exciting--one of'em even a model, though not looking that great--and the baddest actress I've ever seen. I doubt in Hollywood they would let her say a single line in a B movie. <br /><br />Okay girls in the military! Now this is getting fun. The girls are even placed on the same floor, so we can sneak to their room at night! In reality they would be placed in a different building a quarter mile away, separated by two fences with barbed wire. <br /><br />There are tanks available we can use for a fun ride in our spare time, of which we have plenty. No, the tanks are not locked, and the ignition keys are inserted. No one will notice the engine sounds, especially not at night.<br /><br />There is a bunch of sex scenes and references and all are below the waste line. We need those so the sexually obsessed Germans will like the movie as well. Switzerland is too small a market for any feature film. Well done!<br /><br />One sex scene takes place in the kitchen. Surely, none of those facilities are ever locked. The military routines are as sloppy as they can get.<br /><br />In the end of the brainless flick, the mafia hit men are about the take revenge on the poor guy trying to shoot him! Because he deserted his fiancée! Sure I buy that, the Italians are that way--a jealous bunch (not). <br /><br />The bad guys attempt to do this in open daylight with two dozen eyewitnesses. Not at night in a dark alley. Again, military training grounds (where there is shooting with live ammo) are open to the public, anyone can freely drive or walk in there. There are no such things as guards or fences. <br /><br />The deed however is prevented by the good captain timely launching a rocket into the Italians' car. The explosion knocks the hit men and the enraged fiancée off their feet. No one in 40 feet distance is hurt when the car is blown to smithereens. It's a COMEDY, remember.<br /><br />Okay. It's a comedy, I got that, and I can live with that. No realism needed. Filmmakers can easily get way with this if it is hilariously, side splitting funny, or entertaining, interesting, challenging. Unfortunately it is none of those. It's just embarrassing. A rip-off from brainless American comedies. The latter are at least done professionally, with no amateur actors.<br /><br />It is pretty boring and predictable, a waste of time and energy, especially to those sitting through the entire movie as I unfortunately did. Yawn."
positive,"I last read a Nancy Drew book about 20 years ago, so much of my memory of the fictional character is probably faulty. From what I gathered, the books were introduced to me at an era when teenage sleuths were popular to children growing up at the time (for my case, the 80s and early 90s), with Hardy Boys, Famous Five, and of course, ""Carolyn Keene""'s Nancy Drew amongst the more famous ones. I still remember those hardcover books with very dated cover illustrations, usually quite heavy (for a kid) to lug around, and the thickness of the book perhaps attributed to the fact that the words are printed in large fonts.<br /><br />Well, the character has been given some updates along the way, as I recall my sister's subsequent Nancy Drew books becoming less thick, of softcover, with updated and a more chic Nancy illustrated on the cover. I can't remember if those stories were the same as the old hardcover ones, but I guess these books, being ghostwritten, have their fair share of updating itself for the times.<br /><br />In this Warner Brothers release of Nancy Drew, the character no doubt gets its update to suit the times, but somehow the writers Andrew Fleming and Tiffany Paulsen maintained her 50s- ish small town sensibilities, thereby retaining some charm and flavour that erm, folks like me, would appreciate. Her fashion sense, her prim and properness, even some quirky little behaviour traits that makes her, well, Nancy Drew.<br /><br />Her family background remains more or less the same, living with her single parent father Carson Drew (Tate Donovan), who is moving his daughter and himself to the big city for a better job opportunity, and to wean his daughter off sleuthing in the town of River Heights. Mom is but a distant memory, and the housemaid makes a cameo. But what made Nancy Drew work, is the casting of Emma Roberts in the lead role. Niece of her famous aunt Julia, she too possess that sprightly demeanour, that unmistakable red hair and that megawatt smile. Her Nancy Drew, while in the beginning does seem to rub you the wrong way, actually will grow on you. And in almost what I thought could be a discarded scene from Pretty Woman, it had the characters walk into a classy shop with almost opposite reactions.<br /><br />While Dad Carson Drew tries hard to bring Nancy out of her sleuthing environment and to assimilate into normal teenage life, trust Nancy to find themselves living in a house whose owner, a Hollywood type has been, was found murdered under suspicious circumstances. Mystery solving is her comfort food when she finds herself an outcast of the local fraternity, and not before long we're whisked off along with her on her big screen adventure.<br /><br />There's nothing too Black Dahlia about the crime and mystery, and instead it's a pretty straightforward piece for Nancy to solve, in between befriending Corky (Josh Flitter) a chubby friend from school, and pacifying jealous boyfriend Ned (Max Thieriot), while hiding the truth of her extra curriculum activities from her dad. The story's laced with cheesy fun and an oldie sentimentality which charms, and together, it becomes somewhat scooby-doo like. With minimal violence and no big bag gunfights or explosions, this is seriously a genre which is labelled clearly with ""chick flick"" alert.<br /><br />I guess the movie will generate a new generation of fans, rekindle the memories of old ones, and probably, just probably, might spark a new fashion trend of sporting penny loafers."
positive,"I think Charlotte Gainsbourg is one of the best performers in the world. I can't understand why some people say she's not. Boring....??? Maybe the one who said she's boring is because he/she is boring. She's a great actress and the movie was excellent. It has lots of wonderful ideas and very good performers. The direction was great. I imaging myself in the French environment with all the sophistication and perfume, flowers, churches, problems, etc. When she goes to the sister's shop is simply amazing. Everything's great. We have a very good actress, wonderful, for long time. Alain Chabat and Bernadette Lafont are perfect. I like him more than in his next movie LA SCIENCE DES RÊVES. And Eric Lartigau did a very good work.<br /><br />Ana"
positive,"What a perfect example of ""Less Is More..."" Kurt Russell (Sgt. Todd) only has 72 lines, and something like 104 words. What a challenge! Like a black and white photo, when your mind's eye has to fill in the blanks, the facial expressions, the physical drama, the emotive gesture, all combines to make a stronger impact. This is one of those top 5 movies I can't live without, right up there with the classics like Road Warrior. If you liked this, check out ""Mad Max 2, The Road Warrior"" and ""Braveheart"" both starring Mel Gibson. Also ""Gladiator"" with Russell Crowe and Connie Nielsen who was in Soldier also. The ""Thirteenth Warrior"" starring Antonio Banderas and ""Blade Runner"" starring Harrison Ford."
negative,"Well, I have to say, this movie was so bad that I would have walked out if i didn't have to review it for work. ANd the worst part is, I wanted to see it so badly that I drove all over the city, paid $10 parking two times because the newspaper listings were wrong. Vince Vaughn plays the guy he always does -- the only time I've seen him play someone else was in that movie with John Travolta. Anyways, the plot has potential -- it sounded great in the preview, but it is filled with totally ridiculous, predictable, weak plot turn points. And I was hoping that this would be one Christmas movie where Christmas DIDN""t have to be saved, and that Santa didn't need a replacdmetn, but nope. The only cool part was the sleigh rides, and the little bladck kid was the best character. I'm sure this movie would be great for young kids, but for adults it's so lame that it's chore to sit through."
negative,"I have seen many a horror flick in my time, all of them absurdly bad, but none reach the depths that this piece of trash lowers itself to. This movie made me angrier and angrier as I watched it as I tried to wrap my head around exactly what this movie was about. Now, after I've seen it, I understand - sort of - what was going on and why, but the movie itself is just too confusing to be enjoyable when you're watching it. Yes, there are the customary scenes of gratuitious violence, one-liners that show the mind-blowing insightfulness of its characters (""The highway belongs to me...ME!""), and enough nudity to sufficiently distract us from the ""plot"", but still you'll leave this movie feeling alone and taken advantage of, like a puppy who isn't wanted anymore and is left in a box by the side of the road. Blech."
positive,"Parsifal (1982) Starring Michael Kutter, Armin Jordan, Robert Lloyd, Martin Sperr, Edith Clever, Aage Haugland and the voices of Reiner Goldberg, Yvonne Minton, Wolfgang Schone, Director Hans-Jurgen Syberberg.<br /><br />Straight out of the German school of film, the kind that favored tons of symbolism and Ingmar Bergmanesque surrealism, came this 1982 film of Wagner's final masterpiece- Parsifal, written to correspond with Good Friday/Easter and the consecration of the Bayreuth Opera House. This film follows the musical score and plot accurately but the manner in which it was filmed and performed is bold and avant-garde and no other Parsifal takes the crown in its bizarre cinematography. Syberberg is known for controversial films. Prior to this film he had released films about Hitler and Nazism, Richard Wagner and his personal Anti-Semitism and a documentary about Winifred Wagner, one of his grand-daughters. This film is possibly disturbing in many aspects. Parsifal (sung by Reiner Goldberg but acted by Michael Kutter) is a male throughout the first part of the film and then, after the enchantment of Kundry's kiss, is transformed into a female. This gender-bending element displays the feminine/masculine/ying-yang nature of the quest for the Holy Grail, which serves all mankind and redeems it through Christ's blood. In the pagan sorcerer Klingsor's fortress, there are photographs of such notoriously sinister figures as Hitler, Nietzche, Cosima Wagner and Wagner's mistress Matilde Wesendock. The Swaztika flag hangs outside the fortress. Parsifal journeys into the 19th and 20th century throughout the film. The tempting Flower Maidens are in the nude. Kundry is portrayed as a sort of beautiful but corrupt Mary Magdalene or Eve from Genesis (played by Edith Clever but beautifully sung by mezzo-soprano Yvonne Minton). Ultimately, this film is for fans of this type of bizarre Germanic/European symbolic metafiction and for intellectuals who appreciate the symbolism, the history and lovers of Wagner opera. Indeed, the singing is grand and compelling. Reiner Goldberg's Parsifal is a focused and intense voice but it lacks the depth and overall greatness of the greater Parsifals of the stage - James King, Wolfgang Windgassen, Rene Kollo and today's own Placido Domingo. Yvone Minton is a sensual-voiced, dramatic and exciting Kundry, delving into her tormented state perfectly. While the production is certainly unorthodox and as un-Wagnerian as it can possibly get (Wagner's concept was Christian ceremonial pomp with Grails, spears, castles, Knights and wounded kings, a dark sorcerer, darkness turning into light, etc typical Wagnerian themes)..it is still an enjoyable, art-house film."
positive,"Mitchell Leisen's fifth feature as director, and he shows his versatility by directing a musical, after his previous movies were heavy dramas. He also plays a cameo as the conductor.<br /><br />You can tell it is a pre code movie, and nothing like it was made in the US for quite a while afterwards (like 30+ years). Leisen shot the musical numbers so they were like what the audience would see - no widescreen shots or from above ala Busby Berkeley. What I do find funny or interesting is that you never actually see the audience.<br /><br />As others have mentioned the leads are fairly characterless, and Jack Oakie and Victor McLaghlan play their normal movie personas. Gertrude Michael however provides a bit of spark.<br /><br />The musical numbers are interesting and some good (the Rape of the Rhapsody in particular is amusing) but the drama unconvincing and faked - three murders is too many and have minimal emotional impact on the characters. This is where this movie could have been a lot better."
positive,"""The Luzhin Defence"" is, in the foreground, a story of an idiosyncratic chess savant (Turturro) who becomes consumed by the game and, in the background via flashbacks, his boyhood life and the forces which created the man he has become. Factor in good and evil in the forms of his his love interest (Watson) and former ""mentor"" (Wilson) respectively and you have a plaintive drama laced with poignant and delicately humorous moments mingled with the rich scenic beauty of Italy's Lake Como and the intensity of high chess play. An excellent film for those into period dramas, the auteur's euphemistic chess play metaphor for orgasmic delight is an indication of the subtle wit behind the film."
negative,"The movie itself is not too bad; many comments have pointed out the obvious flaws of the script, but it is watchable. What really gives me the creeps though is that people like Justin Timberlake even get cast for movies, and on top of that for movies like this one. I have to admit I had never heard the man's name before watching this, but the very instant he appeared I was just plain annoyed. The voice is crap, the face is a bad rip-off of Legolas, the posture is horrible, and he cannot even properly coordinate all three of them. Said to say, I was delighted when he got jumped after leaving the disco, because I was hoping from then on it would be Morgan Freeman and Kevin Spacey only. Too bad I was wrong. These two and also LL Cool J give a very decent performance, and they are the main reason I give this a 4. <br /><br />I see many upcoming movies with the little Timberlake cast... and cannot believe it."
positive,"Several posters have quoted Renoir voicing his desire to make a film showing Ingrid Bergman smiling to camera. The short answer is wouldn't we all whilst the harsh reality is that only a select few got to do so. At this stage of her career Bergman couldn't get arrested; in 1949 she left Hollywood to make a picture in Europe, fell for director Roberto Rossellini and never looked forward. After five turkeys in Italy she was probably ready to open a vein but within the year, after making this for Renoir, she was back where she belonged and with an Oscar to boot for Anastasia. This is one of three movies that Renoir made in color around this time and on balance it's better than The Golden Coach, which isn't hard, and about even with French Can Can. Renoir probably figured that with so much going for her Bergman could get away with a couple of wooden leading men and Renoir picked two doozys in Jean Marais and Mel Ferrer, solid mahogany in both cases. The plot is actually based on a real incident in French history but Renoir is content to give it a once-over-lightly and concentrate on replicating the paintings of his father in set up after set up. In its pastel colors it resembles another film of the period Les Grandes Manouvres which is no bad thing. All in all it remains a pleasant trifle showcasing a beautiful and charismatic actress."
positive,"I'll be quick to address the matters of the film here: It was a very engaging story about the destructive qualities about all-consuming passions; a young Italian woman who cannot emotionally connect with her jailed political-radical fiancé (due in part to her apolitical attitudes and freewheeling approach to life) finds solace and passion in a new young lover whom she embarks on an explicitly sexual relationship with. The anxieties, rage, tenderness and passions that swirl around in the atmosphere of the story equal the dispassionate quiet that seems to engulf the two leads. It lends the film an unsettling mood that permeates through all the political strife that is otherwise lost on the viewer (unless you have a deep knowledge of Italian politics during the 80's). I found the film compelling...what ruined it somewhat is a gratuitous oral sex scene that the actress performs on the male lead...it isn't simulated and leaves little to the imagination. There are other scenes of sex in the film, which I do feel were necessary because they outline the madness and loneliness that the characters live in. But the oral sex scene, I feel, derails the focus on the actual story. It was smooth sailing up until that point and once the infamous sex scene appears (which caused much hoopla back in its day), it's like hitting a roadblock. It's jarring and unnecessary and I am in the camp that believes that the film would not have been harmed any if the scene had been removed from it. And what's unfortunate is that this particular scene may deter people from watching this intriguing film, which I believe is worth a viewing because there is so much going on underneath the surface, emotions and further turmoils layered in the subtext.<br /><br />Overall: Wonderful film hampered by a much not-needed sex scene."
positive,"I, as a teenager really enjoyed this movie! Mary Kate and Ashley worked great together and everyone seemed so at ease. I thought the movie plot was very good and hope everyone else enjoys it to! Be sure and rent it!! Also they had some great soccer scenes for all those soccer players! :)"
positive,"More than twenty years before Peter Jackson's visionary adaptation of The Lord Of The Rings, there was this 1978 animated effort from director Ralph Bakshi. An ambitious and reasonably faithful version of the story, this has sadly been rather over-shadowed by the Jackson trilogy. Indeed, many reviewers here on the IMDb (mainly those who saw the newer version first) seem to be fiercely unkind to this version.... but if one applies a little common sense, and takes into consideration the time when it was made and the technical possibilities that existed at that time, then they will realise that this is a pretty good film. Indeed, it was shortly after seeing this animated movie back in the early '80s that I sought out Tolkien's book and immediately became a lifelong fan of these richly detailed Middle Earth adventures. So, in some respects, I owe this film a degree of acknowledgement as the film which shaped my literary tastes forever.<br /><br />Sauron, the Dark Lord of Middle Earth, forges an all-powerful ring that gives him incredible power. Following a great battle during which Sauron is defeated, the ring falls into possession of a king named Isildur. but instead of destroying it he foolishly chooses to keep it. For centuries the ring passes from hand to hand, eventually coming into the possession of a hobbit named Frodo Baggins who lives in a peace-loving community known as The Shire. Frodo learns from a wizard named Gandalf that his ring is in fact The One Ring, the very same that was forged by Sauron all those centuries ago, and that its master is once again searching for it in order to restore his dark power over the entire land. Frodo embarks on a perilous journey to protect the ring with three other hobbit companions, but every step of the way they are hunted by Sauron's ring-wraiths, the Black Riders. There follow many adventures, during which a company of nine adventurers is formed to guide the ring to the only place where it can be ""unmade""  Mount Doom, in the land of Mordor. The film concludes with Frodo and his best friend Sam on the borders of Mordor, closing ever nearer to their horrifying destination. Meanwhile Gandalf and the other members of the company fight off a huge army of orcs at the legendary fortress of Helm's Deep.<br /><br />This version covers just over half of the original book. A second instalment was planned to bring the story to an end, but was sadly never completed. While the ending feels abrupt, it does at least end at a sensible point in the story. One has to feel a little frustration and regret that no sequel exists in which we might follow these animated heroes to their eventual goal. The animation is passable, with a nice variety of locales and characters presented in interesting detail. The music by Leonard Rosenman is suitably stirring and fits in appropriately with the epic narrative. The voice-overs are decent, too, especially John Hurt as Aragorn and Peter Woodthorpe as Gollum. On the other hand, Michael Scholes - who provides the voice for Sam - is rather campy and goofy, which is not well suited to the character. The Lord Of The Rings is a commendable attempt to visualise the staggering book on which it is based."
negative,"Not even worth watching this tacky spoiler ruins everything about 'Annie'. The characters seem almost cheapened by the poorly written storyline and they low quality feeling to the production. It was very clearly made for TV, yet if I found it on my television, I would flick it straight over. The children in the film do an alright job, yet the adults acting is unbelievable and so the movie fails to really draw you in. This film lacked the music/dance numbers thats made the original brilliant and truly does take the shine of the Annie we all love. Johnson, as Annie is at times annoying and over acted..you cannot convince yourself that she truly is Annie. The differences in character appearance continued to irritate me throughout the duration of the film. Sad to say this sequel was a total flop."
negative,"A truly dreadful film. I did not know initially that this was a Kiwi effort - but very soon I started to realize that all the characters were speaking with hardly disguised kiwi accents under the fake American ones. Why did it need to be set n America anyway? - it could have been set in NZ and then the actors could have used their normal voices. Surely someone in the production team could hear the dreadful attempts at speaking with American accents? A bad bad film. I am surprised it has lasted this long - how did it make it out of the can? It just seemed like a very poor attempt at a Segal/Willis type action man flick.A TOTAL WASTE OF MONEY! If there was any TAXPAYER money in this piece of trash, I would be leading a revolution to have all the money put back into the Treasury. I am still reeling (get it? pun, reeling!) at the absolute garbage I have just seen. Why did I continue to watch? Well, I am a movie fanatic and cant help ,myself!"
positive,"This amazing documentary gives us a glimpse into the lives of the brave women in Cameroun's judicial system-- policewomen, lawyers and judges. Despite tremendous difficulties-- lack of means, the desperate poverty of the people, multiple languages and multiple legal precedents depending on the region of the country and the religious/ethnic background of the plaintiffs and defendants-- these brave, strong women are making a difference.<br /><br />This is a rare thing-- a truly inspiring movie that restores a little bit of faith in humankind. Despite the atrocities we see in the movie, justice does get served thanks to these passionate, hardworking women.<br /><br />I only hope this film gets a wide release in the United States. The more people who see this film, the better."
